"law_id","title","path_pdf","reason"
"876","Zakon o strate?kom planiranju i upravljanju razvojem u Republici Srpskoj","Zakon o izmjenam i dopunama Zakona o studentskom organizovanju-63_21.pdf","Naziv ne odgovara PDF nazivu"
"877","Zakon o studentskom organizovanju","Zakon o izmjenama i dopunama Zakona o prometu eksplozivnih materija, zapaljivih te?nosti i gasova-58_16.pdf","Naziv ne odgovara PDF nazivu"
"878","Zakon o studentskom standardu","Zakon o izmjenama i dopunama Zakona o lijekovima-34_08.pdf","Naziv ne odgovara PDF nazivu"
"879","Zakon o studentskom standardu","Zakon o izmjenam i dopunama Zakona o studentskom organizovanju-63_21.pdf","Naziv ne odgovara PDF nazivu"
"882","Zakon o sudovima Republike Srpske","Zakon o profesionalnoj rehabilitaciji, osposobljavanju i zapo?ljavanju invalida-37_12.pdf","Naziv ne odgovara PDF nazivu"
"883","Zakon o sudskim taksama","Zakon o penzijskom rezervnom fondu Republike Srpske-73_08.pdf","Naziv ne odgovara PDF nazivu"
"885","Zakon o suzbijanju organizovanog i najte?ih oblika privrednog kriminala","Zakon o Poreskoj upravi-112_07.pdf","Naziv ne odgovara PDF nazivu"
"886","Zakon o suzbijanju organizovanog i najt??ih oblika privr?dnog kriminala","Zakon o finansijskom r?strukturiranju duga pr?duz??a sa v??inskim u?????m dr?avnog kapitala-37_06.pdf","Naziv ne odgovara PDF nazivu"
"889","Zakon o transfuzijskoj medicini","Zakon o izmjenama i dopunama Zakona o prometu eksplozivnih materija i zapaljivih te?nosti i gasova-1_08.pdf","Naziv ne odgovara PDF nazivu"
"890","Zakon o transplantaciji ljudskih organa","Zakon o izmj?nama i dopunama zakona o poljoprivr?dnom z?mlji?tu-14_10.pdf","Naziv ne odgovara PDF nazivu"
"891","Zakon o transplantaciji ljudskih tkiva i ??lija","Zakon o izmj?nama i dopunama zakona o poljoprivr?dnom z?mlji?tu-14_10.pdf","Naziv ne odgovara PDF nazivu"
"892","Zakon o trezoru","Zakon o Akcijskom fondu Republike Srpske-28_13.pdf","Naziv ne odgovara PDF nazivu"
"893","Zakon o trgovini","Zakon o izmjenama i dopuni Zakona o platama zaposlenih u Ministarstvu unutra?njih poslova Republike Srpske-105_19.pdf","Naziv ne odgovara PDF nazivu"
"894","Zakon o trgovini","Zakon o trgovini-6_07.pdf","Naziv ne odgovara PDF nazivu"
"895","Zakon o investicionim fondovima","Zakon o tr?i?tu hartija od vrijednosti-92_06.pdf","Naziv ne odgovara PDF nazivu"
"896","Zakon o ugostiteljstvu","Zakon o turizmu-45_17.pdf","Naziv ne odgovara PDF nazivu"
"897","Zakon o turizmu","Zakon o informacionoj b?zbj?dnosti-70_11.pdf","Naziv ne odgovara PDF nazivu"
"898","Zakon o ugostiteljstvu","Zakon o Poreskoj upravi-112_07.pdf","Naziv ne odgovara PDF nazivu"
"899","Zakon o ugostiteljstvu","Zakon o turizmu-45_17.pdf","Naziv ne odgovara PDF nazivu"
"900","Zakon o dopunama zakona o premjeru i katastru nepokretnosti","Zakon o ugostit?ljstvu-15_10.pdf","Naziv ne odgovara PDF nazivu"
"902","Zakon o uniji studenata Republike Srpske","Zakon o izmjenama i dopunama Zakona o osnovnom obrazovanju i vaspitanju-71_09.pdf","Naziv ne odgovara PDF nazivu"
"903","Zakon o unutra?njem dugu Republike Srpske","Zakon o izmjenama i dopunama zakona o apotekarskoj djelatnosti-1_12.pdf","Naziv ne odgovara PDF nazivu"
"904","Zakon o unutra?njem platnom prometu","Zakon o cjevovodnom transportu gasovitih i te?nih ugljovodonika i distribuciji gasovitih ugljovodonika-52_12.pdf","Naziv ne odgovara PDF nazivu"
"905","Zakon o unutra?njim poslovima","Zakon o agencijama za obezbje?enje lica i imovine i privatnoj detektivskoj djelatnosti-4_12.pdf","Naziv ne odgovara PDF nazivu"
"907","Zakon o upotrebi znakovnog jezika","Zakon o izmjenama i dopunama Zakona o fiskalnoj odgovornosti u Republici Srpskoj-62_18.pdf","Naziv ne odgovara PDF nazivu"
"909","Zakon o upravnim sporovima","Zakon o izmj?nama i dopunama Zakona o pr?vozu u drumskom saobra?aju-109_05.pdf","Naziv ne odgovara PDF nazivu"
"910","Zakon o upravnoj inspekciji","Zakon o izmjenama i dopunama Zakona o prekr?ajima Republike Srpske-1_09.pdf","Naziv ne odgovara PDF nazivu"
"912","Zakon o uslovima i na?inu izmirenja obaveza po osnovu ra?una stare devizne ?tednje emisijom obveznica u Republici Srpskoj","Zakon o izmjenama i dopunama Zakona o prometu eksplozivnih materija i zapaljivih te?nosti i gasova-1_08.pdf","Naziv ne odgovara PDF nazivu"
"913","Zakon o uslovima i postupku verifikacije op?tih obaveza Republike Srpske","Zakon o izmjenama i dopunama Zakona o inspekcijama u Republici Srpskoj-109_12.pdf","Naziv ne odgovara PDF nazivu"
"914","Zakon o uslovima i postupku za prekid trudno?e","Zakon o izmjenama i dopunama Zakona o lijekovima-34_08.pdf","Naziv ne odgovara PDF nazivu"
"915","Zakon o uslovima prodaje akcija preduze?a iz oblasti naftne industrije Republike Srpske","Zakon o finansiranju poslova premjera i uspostavljanja katastra nepokretnosti-20_07.pdf","Naziv ne odgovara PDF nazivu"
"916","Zakon o uslugama","Zakon o izmjenama i dopunama Zakona o Radio-televiziji Republike Srpske-89_13.pdf","Naziv ne odgovara PDF nazivu"
"918","Zakon o utvr?ivanju i prenosu prava raspolaganja imovinom na jedinice lokalne samouprave","Zakon o dopuni krivi?nog Zakona Republike Srpske-70_06.pdf","Naziv ne odgovara PDF nazivu"
"919","Zakon o utvr?ivanju porijekla imovine i posebnom porezu na imovinu","Zakon o dopunama Zakona o republi?koj upravi-15_22.pdf","Naziv ne odgovara PDF nazivu"
"921","Zakon o u?eni?kom standard","Zakon o duvanu-72_12.pdf","Naziv ne odgovara PDF nazivu"
"922","Zakon o u?eni?kom standardu","Zakon o izmjenama i dopunama Zakona o deviznom poslovanju-107_24.pdf","Naziv ne odgovara PDF nazivu"
"923","Zakon o u?eni?kom standardu","Zakon o poljoprivrednom zemlji?tu-93_06.pdf","Naziv ne odgovara PDF nazivu"
"924","Zakon o vanparni?nom postupku","Zakon o nafti i derivatima nafte-36_09.pdf","Naziv ne odgovara PDF nazivu"
"925","Zakon o za?titi ?ivotne sredine","Zakon o veterinarsko-medicinskim proizvodima-71_12.pdf","Naziv ne odgovara PDF nazivu"
"927","Zakon o veterinarstvu u Republici Srpskoj","Zakon o izmjenama i dopunama Zakona o veterinarsko - medicinskim proizvodima-75_17.pdf","Naziv ne odgovara PDF nazivu"
"928","Zakon o vinu i rakiji","Zakon o izmjenama i dopunama Zakona o osnovnom obrazovanju i vaspitanju-71_09.pdf","Naziv ne odgovara PDF nazivu"
"929","Zakon o vinu","Zakon o advokaturi Republike Srpske-80_15.pdf","Naziv ne odgovara PDF nazivu"
"930","Zakon o visokom obrazovanju","Zakon o izmjenama i dopunama Zakona o sudskim taksama-67_20.pdf","Naziv ne odgovara PDF nazivu"
"931","Zakon o visokom obrazovanju","Zakon o izmj?nama i dopunama Krivi?nog zakona R?publik? Srpsk?-73_10.pdf","Naziv ne odgovara PDF nazivu"
"932","Zakon o vjestacima Republike Srpske","Zakon o interventnim nabavkama-74_17.pdf","Naziv ne odgovara PDF nazivu"
"934","Zakon o vodama","Zakon o vodama-50_06.pdf","Naziv ne odgovara PDF nazivu"
"935","Zakon o volontiranju","Zakon o penzijskom rezervnom fondu Republike Srpske-73_08.pdf","Naziv ne odgovara PDF nazivu"
"936","Zakon o volontiranju","Zakon o izmjenama i dopunama Zakona o Radio-televiziji Republike Srpske-89_13.pdf","Naziv ne odgovara PDF nazivu"
"937","Zakon o zabrani prodaj? i upotr?b? duvanskih proizvoda licima mla?im od 18 godina","Zakon o izdava?koj dj?latnosti-46_04.pdf","Naziv ne odgovara PDF nazivu"
"938","Zakon o zabrani pu??nja duvanskih proizvoda na javnim mj?stima","Zakon o izdava?koj dj?latnosti-46_04.pdf","Naziv ne odgovara PDF nazivu"
"939","Zakon o zabrani r?klamiranja duvanskih proizvoda","Zakon o izdava?koj dj?latnosti-46_04.pdf","Naziv ne odgovara PDF nazivu"
"940","Zakon o zadu?ivanju, dugu i garancijama Republike Srpske","Zakon o veterinarsko-medicinskim proizvodima-71_12.pdf","Naziv ne odgovara PDF nazivu"
"942","Zakon o zapo?ljavanju stranih dr?avljana i lica bez dr?avljanstva","Zakon o banjama-24_09.pdf","Naziv ne odgovara PDF nazivu"
"943","Zakon o zapo?ljavanju stranih dr?avljana i lica b?z dr?avljanstva","Zakon o inv?stiranju javnih sr?dstava-97_04.pdf","Naziv ne odgovara PDF nazivu"
"945","Zakon o zastupanju u osiguranju i posredovanju u osiguranju i reosiguranju","Zakon o dopuni Zakona o dru?tvima za osiguranje-47_17.pdf","Naziv ne odgovara PDF nazivu"
"946","Zakon o zateznoj kamati","Zakon o amnestiji-61_18.pdf","Naziv ne odgovara PDF nazivu"
"948","Zakon o za?titi i dobrobiti ?ivotinja","Zakon o prevozu u drumskom saobra?aju Republike Srpske-111_08.pdf","Naziv ne odgovara PDF nazivu"
"949","Zakon o za?titi i spasavanju u vanrednim situacijama","Zakon o Nacionalnom parku ?Kozara?-121_12.pdf","Naziv ne odgovara PDF nazivu"
"950","Zakon o za?titi lica koja prijavljuju korupciju","Zakon o izmjenama i dopunama Zakona o platama zaposlenih u Ministarstvu unutra?njih poslova Republike Srpske-62_17.pdf","Naziv ne odgovara PDF nazivu"
"951","Zakon o za?titi lica sa m?ntalnim por?m??ajima","Zakon o izdava?koj dj?latnosti-46_04.pdf","Naziv ne odgovara PDF nazivu"
"952","Zakon o za?titi mentalnog zdravlja","Zakon o izmjenama i dopunama Zakona o sudskim taksama-67_20.pdf","Naziv ne odgovara PDF nazivu"
"953","Zakon o za?titi na radu","Zakon o izmjenama i dopunama Zakona o prometu eksplozivnih materija i zapaljivih te?nosti i gasova-1_08.pdf","Naziv ne odgovara PDF nazivu"
"956","Zakon o za?titi od nejonizuju?ih zra?enja","Zakon o izmjenama Zakona o lokalnoj samoupravi-36_19.pdf","Naziv ne odgovara PDF nazivu"
"958","Zakon o za?titi od po?ara","Zakon o veterinarsko-medicinskim proizvodima-71_12.pdf","Naziv ne odgovara PDF nazivu"
"959","Zakon o za?titi od po?ara","Zakon o izmjenama Zakona o zdravstvenom osiguranju-94_19.pdf","Naziv ne odgovara PDF nazivu"
"960","Zakon o za?titi od uznemiravanja na radu","Zakon o izmjenama Zakona o izvr?enju Bud?eta Republike Srpske za 2021. godinu-90_21.pdf","Naziv ne odgovara PDF nazivu"
"962","Zakon o za?titi prava na sudjenje u razumnom roku","Zakon o posebnom postupku eksproprijacije radi izgradnje aerodroma u Trebinju-99_20.pdf","Naziv ne odgovara PDF nazivu"
"963","Zakon o za?titi prava pripadnika nacionalnih manjina","Zakon o za?titi od n?jonizuju?ih zra??nja-2_05.pdf","Naziv ne odgovara PDF nazivu"
"965","Zakon o za?titi prirode","Zakon o izmjenama i dopunama Zakona o deviznom poslovanju-20_14.pdf","Naziv ne odgovara PDF nazivu"
"967","Zakon o za?titi stanovni?tva od zaraznih bol?sti","Zakon o izmj?nama i dopunama zakona o poljoprivr?dnom z?mlji?tu-14_10.pdf","Naziv ne odgovara PDF nazivu"
"968","Zakon o za?titi vazduha","Zakon o komunalnim djelatnostima-124_11.pdf","Naziv ne odgovara PDF nazivu"
"969","Zakon o za?titi zdravlja bilja u Republici Srpskoj","Zakon o hemikalijama-25_09.pdf","Naziv ne odgovara PDF nazivu"
"970","Zakon o za?titi ?ivotne sredine","Zakon o veterinarsko-medicinskim proizvodima-71_12.pdf","Naziv ne odgovara PDF nazivu"
"972","Zakon o za?titi, o?uvanju i upotrebi jezika srpskog naroda i ?irili?kog pisma","Zakon o osnovnom obrazovanju i vaspitanju-81_22.pdf","Naziv ne odgovara PDF nazivu"
"973","Zakon o zdravstvenoj za?titi","Zakon o zdravstvenoj dokumentaciji i evidencijama u oblasti zdravstva-57_22.pdf","Naziv ne odgovara PDF nazivu"
"974","Zakon o zdravstvenoj za?titi","Zakon o izmjenama i dopunama Zakona o estradnoj djelatnosti-106_09.pdf","Naziv ne odgovara PDF nazivu"
"975","Zakon o zdravstvenoj za?titi","Zakon o zdravstvenoj dokumentaciji i evidencijama u oblasti zdravstva-57_22.pdf","Naziv ne odgovara PDF nazivu"
"976","Zakon o zvanjima koja se sti?u zavr?etkom visokog obrazovanja","Zakon o dopuni Zakona o prevozu u drumskom saobra?aju Republike Srpske-33_14.pdf","Naziv ne odgovara PDF nazivu"
"977","Zakon o ?kolovanju i stip?ndiranju mladih tal?nata","Zakon o izmj?nama i dopunama Krivi?nog zakona R?publik? Srpsk?-73_10.pdf","Naziv ne odgovara PDF nazivu"
"978","Zakon o ?tedno-kreditnim organizacijama","Zakon o poljoprivrednom zemlji?tu-93_06.pdf","Naziv ne odgovara PDF nazivu"
"979","Zakon o ?trajku","Zakon o prevozu u drumskom saobra?aju Republike Srpske-111_08.pdf","Naziv ne odgovara PDF nazivu"
"980","Zakon o ?umama","Zakon o ?umama-75_08.pdf","Naziv ne odgovara PDF nazivu"
"981","Zakon o ?eljeznicama Republike Srpske","Zakon o hrani-19_17.pdf","Naziv ne odgovara PDF nazivu"
"982","Zakon o ?i?arama za prevoz lica","Zakon o Akademiji nauka i umjetnosti Republike Srpske-108_13.pdf","Naziv ne odgovara PDF nazivu"
"983","Zakon o ?stradnoj dj?latnosti","Zakon o izdava?koj dj?latnosti-46_04.pdf","Naziv ne odgovara PDF nazivu"
"986","Zakona o upravnoj inspekciji","Zakon o posebnom postupku eksproprijacije radi izgradnje aerodroma u Trebinju-99_20.pdf","Naziv ne odgovara PDF nazivu"
"987","Zakoni o izmjenama i dopuni Zakona o obnovljivim izvorima energije i efikasnoj kogeneraciji","Zakon o Akademiji nauka i umjetnosti Republike Srpske-108_13.pdf","Naziv ne odgovara PDF nazivu"
"988","Zakono kulturnim dobrima","Zakon o izmjenama i dopunama Zakona o unutra?njem platnom prometu-38_22.pdf","Naziv ne odgovara PDF nazivu"
"989","Zakono neprimjenjivanju Zakona i zabrani djelovanja vanustavnih institucija BiH","Zakon o Posebnom registru i javnosti rada neprofitnih organizacija-19_25.pdf","Naziv ne odgovara PDF nazivu"
"990","????? ? ????????? ? ???????? ?????? ? ?????????????","Zakon o izmjenama i dopunama Zakona o izvr?nom postupku-57_12.pdf","Naziv ne odgovara PDF nazivu"
